Assay	term	contrast	null.value	estimate	std.error	df	statistic	p.value	adj.p.value
CD244	Day*srf14	Day4 No - Day4 Yes	0	0.4939858419169417	0.09898769781330434	1092.8933596329023	4.990376105610854	7.007350645704928e-7	5.216583258469224e-6
CD244	Day*srf14	Day4 No - Day7 Yes	0	0.48287445246895677	0.09866708021676497	1085.5689051487634	4.893977316528613	1.1377452926942783e-6	6.929903146410604e-6
CD244	Day*srf14	Day7 No - Day1 Yes	0	0.4346436187985622	0.09699301280776584	1048.0205636554952	4.481184842252493	8.239024648805719e-6	1.380036628674958e-5
CD244	Day*srf14	Day7 No - Day4 Yes	0	0.7532049520530809	0.09922535836720164	1098.9015508191255	7.590851415882096	6.763709156859885e-14	6.473835907280176e-13
CD244	Day*srf14	Day7 No - Day7 Yes	0	0.742093562605096	0.09890564128397109	1091.643730827606	7.503045862413933	1.289590426244393e-13	2.160063963959358e-12
CD244	Day*srf14	Day1 Yes - Day4 Yes	0	0.31856133325451863	0.08086857465086357	1058.8575900948886	3.9392475337898984	8.70896482607244e-5	2.652275651576607e-4
CD244	Day*srf14	Day1 Yes - Day7 Yes	0	0.30744994380653373	0.08063788559352118	1059.9685067787073	3.8127232819114947	1.4536779924009138e-4	2.5630638287068745e-4
CD244	Day*srf14	Day4 Yes - Day7 Yes	0	-0.011111389447984942	0.082189268826335	1045.9425857084123	-0.13519270345941614	0.8924855277035874	0.9395502947673724
IL7	Day*srf14	Day1 No - Day4 No	0	-0.0017263648012905558	0.05567413483517566	1037.0470867962524	-0.031008381295937366	0.9752688220420266	0.9808232162461031
IL7	Day*srf14	Day1 No - Day7 No	0	-0.040659811140825966	0.05650301222604065	1045.2054212167277	-0.7196043102651969	0.47192952537362853	0.49405122187551737
IL7	Day*srf14	Day1 No - Day1 Yes	0	0.07734141358407856	0.10401244990376107	1160.5570219898173	0.7435784240794228	0.45728206470155053	0.5576974856307598
IL7	Day*srf14	Day1 No - Day4 Yes	0	-0.18414772256929815	0.1067471642105807	1210.6532592962635	-1.7250830402016952	0.08476771562666068	0.12620970993302813
IL7	Day*srf14	Day1 No - Day7 Yes	0	-0.06216589709350784	0.10635454203151833	1203.5763163280537	-0.5845156765856308	0.5589829666175861	0.6347772671759029
IL7	Day*srf14	Day4 No - Day7 No	0	-0.03893344633953541	0.0559781609177999	1038.8301427608915	-0.6955113512340377	0.48689045196957115	0.5436943380326877
IL7	Day*srf14	Day4 No - Day1 Yes	0	0.07906777838536912	0.10378040769835671	1155.3395257637906	0.7618757734618256	0.446289645507729	0.49835677081696406
